amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended 
S01-5267616-7761251	CONSUMER-20241010-23226	2024-10-10T02:32:27+00:00	2024-10-14T15:44:38+00:00	Shipped	Amazon	Non-Amazon US			Standard	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Shipped	1										Asheville	NC	28804	US		false			false
S01-3308332-6175650	CONSUMER-20241010-23035	2024-10-10T02:30:35+00:00	2024-10-11T13:36:00+00:00	Shipped	Amazon	Non-Amazon US			Standard	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	Shipped	1										PRINCETON	MA	01541-1508	US		false			false
S01-3792816-2521253	CONSUMER-2024109-4148	2024-10-09T04:01:47+00:00	2024-10-11T04:16:23+00:00	Shipped	Amazon	Non-Amazon US			Standard	LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	G24267-2-Beige-8x10-US-V1	B0DBVKBXCB	Shipped	1										VIRGINIA BEACH	VA	23464-6366	US		false			false
S01-3160380-3587653	CONSUMER-2024109-3121	2024-10-09T03:01:20+00:00	2024-10-10T18:40:53+00:00	Shipped	Amazon	Non-Amazon US			Standard	LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	G24268-7-Black-8x10-US-V1	B0DBY8NGRN	Shipped	1										Gladstone	OR	97027	US		false			false
111-6478132-1739463	111-6478132-1739463	2024-11-01T01:30:08+00:00	2024-11-01T15:30:31+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	Shipped	1	USD	69.99	3.14					17.5		ANABEL	MO	63431-2505	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
112-6204476-7257033	112-6204476-7257033	2024-11-01T01:09:10+00:00	2024-11-01T19:20:16+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Shipped	1	USD	159.99	9.6							ANN ARBOR	MI	48104-1006	US		false			false
112-9162150-3509028	112-9162150-3509028	2024-10-31T22:59:37+00:00	2024-11-02T14:18:04+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Area Rugs 9x12 Living Room - Large Washable Charcoal Black Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Traditional Floral Carpet Stain Re	G24268-7-Black-9x12-US-V1	B0DBYYXW44	Shipped	1	USD	219.99	12.78					46.73		LAKE PARK	MN	56554-9370	US	Percentage Off 2024/10/12 7-44-0-360,PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
112-9162150-3509028	112-9162150-3509028	2024-10-31T22:59:37+00:00	2024-11-02T14:18:04+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	Shipped	1	USD	69.99	3.73					19.47		LAKE PARK	MN	56554-9370	US	Percentage Off 2024/10/12 7-44-0-360	false			false
114-3623707-9284231	114-3623707-9284231	2024-10-31T19:15:45+00:00	2024-11-01T14:29:04+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	Shipped	1	USD	159.99	7.2					40.0		HODGENVILLE	KY	42748-8735	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
111-6429444-0309848	111-6429444-0309848	2024-10-31T18:37:53+00:00	2024-11-01T12:33:06+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Be	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	Shipped	1	USD	35.99	1.62					9.0		EDGEWOOD	MD	21040-3806	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
112-4074903-7081054	112-4074903-7081054	2024-10-31T18:23:42+00:00	2024-11-02T00:02:29+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Area Rugs 9x12 Living Room - Large Washable Sage Green Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Farmhouse Oriental Carpet Stain Resist	G24267-5-Green-9x12-US-V1	B0DBVMLB8P	Shipped	1	USD	189.99	18.52							COOKEVILLE	TN	38501-2933	US		false			false
112-8147763-7125848	112-8147763-7125848	2024-10-31T17:38:05+00:00	2024-11-05T20:47:33+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Ca	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	Shipped	1	USD	119.99	9.5					20.0		REDONDO BEACH	CA	90278-1309	US	PLM-2a4f1ff1-e5c9-46dc-8c4f-b61225bc0bcf	false			false
114-8673877-6002612	114-8673877-6002612	2024-10-31T17:10:12+00:00	2024-11-01T00:46:08+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Area Rugs 9x12 Living Room - Large Washable Charcoal Black Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Traditional Floral Carpet Stain Re	G24268-7-Black-9x12-US-V1	B0DBYYXW44	Shipped	1	USD	219.99	14.85					40.0		KELLER	TX	76248-8317	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
111-3782179-4209865	111-3782179-4209865	2024-10-31T15:56:38+00:00	2024-11-02T09:48:56+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for	G24268-7-Black-3x5-US-V1	B0DBYP9F11	Shipped	1	USD	38.99	2.41					9.75		ALEDO	TX	76008-4101	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
113-5616325-9043446	113-5616325-9043446	2024-10-31T15:43:59+00:00	2024-11-01T04:09:01+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Be	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	Shipped	1	USD	35.99	2.17					1.8		RIDGEFIELD	CT	06877-1625	US	Percentage Off 2024/10/12 7-44-0-360	false			false
113-5616325-9043446	113-5616325-9043446	2024-10-31T15:43:59+00:00	2024-11-01T04:09:01+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Farmhouse Low-Pile	G24267-5-Green-6x9-US-V1	B0DBVJDNXF	Shipped	1	USD	109.99	6.64					5.5		RIDGEFIELD	CT	06877-1625	US	Percentage Off 2024/10/12 7-44-0-360	false			false
113-5616325-9043446	113-5616325-9043446	2024-10-31T15:43:59+00:00	2024-11-01T04:09:01+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Vintage Oriental Farmhouse Dining Room Rugs	G24267-5-Green-5x7-US-V1	B0DBVNT5V3	Shipped	1	USD	65.99	3.98					3.3		RIDGEFIELD	CT	06877-1625	US	Percentage Off 2024/10/12 7-44-0-360	false			false
112-5504900-9797064	112-5504900-9797064	2024-10-31T13:13:01+00:00	2024-11-04T07:30:28+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	Shipped	1	USD	38.99	2.34					9.75		DAPHNE	AL	36526-5178	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
111-0088273-5180200	111-0088273-5180200	2024-10-31T06:32:05+00:00	2024-10-31T18:27:45+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Shipped	1	USD	159.99	10.65					40.0		BRONX	NY	10458-1837	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
113-3312908-4293011	113-3312908-4293011	2024-10-31T05:58:14+00:00	2024-10-31T10:54:13+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Charcoal Grey Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resis	G24136-13-Grey-8x10-US-V1	B0DBYW12W5	Shipped	1	USD	159.99	12.3					40.0		Sout Pasadena Ave	CA	91030	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
114-2629605-7179410	114-2629605-7179410	2024-10-31T04:13:12+00:00	2024-11-01T00:47:51+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Shipped	1	USD	159.99	7.8					40.0		ST AUGUSTINE	FL	32084-0157	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
111-1475299-4307415	111-1475299-4307415	2024-10-31T02:53:57+00:00	2024-10-31T14:58:42+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedr	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	Shipped	1	USD	38.99	2.63					9.75		CHARLESTON	SC	29412-8706	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
112-1404991-3678643	112-1404991-3678643	2024-10-30T22:05:54+00:00	2024-11-03T05:51:09+00:00	Shipped	Amazon	Amazon.com			Standard	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	Shipped	1	USD	69.99	3.81	4.85				17.5	4.85	SALT LAKE CITY	UT	84121-5073	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	false			false
112-7830369-6971411	112-7830369-6971411	2024-10-30T18:58:03+00:00	2024-10-31T15:36:26+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Orange Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet	N1338-1-Orange-6x9-US-V1	B0DBZ5DYF4	Shipped	1	USD	119.99	5.4					40.0		MASON	OH	45040-1245	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
112-4025638-8381804	112-4025638-8381804	2024-10-30T18:55:47+00:00	2024-10-30T18:57:39+00:00	Cancelled	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Orange Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet	N1338-1-Orange-6x9-US-V1	B0DBZ5DYF4	Cancelled	0										CINCINNATI	OH	45241-1772	US		false			false
113-7453492-0515412	113-7453492-0515412	2024-10-30T17:22:07+00:00	2024-10-31T05:41:03+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	Shipped	1	USD	159.99	12.3					40.0		LAKEWOOD	CA	90713	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
113-8842093-5716201	113-8842093-5716201	2024-10-30T16:07:47+00:00	2024-10-31T20:12:22+00:00	Shipped	Amazon	Amazon.com			Standard	LUXRUG Area Rugs 9x12 Living Room - Large Washable Charcoal Black Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Traditional Floral Carpet Stain Re	G24268-7-Black-9x12-US-V1	B0DBYYXW44	Shipped	1	USD	219.99	10.8					40.0		Olive Hill	KY	41164	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
113-1371484-3802607	113-1371484-3802607	2024-10-30T15:52:54+00:00	2024-11-01T20:16:23+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	Shipped	1	USD	69.99	3.94					17.5		DAYTON	OH	45424-6240	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
114-7761835-2381038	114-7761835-2381038	2024-10-30T06:46:19+00:00	2024-10-31T04:08:50+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	Shipped	1	USD	159.99	8.4					40.0		GARY	IN	46403-2265	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
113-2965627-8433021	113-2965627-8433021	2024-10-30T01:36:40+00:00	2024-10-30T14:03:49+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Ca	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	Shipped	1	USD	119.99	11.4							LOS ANGELES	CA	90039-2918	US		false			false
113-5691732-2773059	113-5691732-2773059	2024-10-30T00:19:19+00:00	2024-10-30T18:45:59+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedr	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	Shipped	1	USD	38.99	2.52					9.75		SAN FRANCISCO	CA	94132-3285	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
112-0872625-7173065	112-0872625-7173065	2024-10-29T23:07:25+00:00	2024-10-31T05:20:57+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	Shipped	1	USD	38.99	1.83					9.75		SOMERVILLE	MA	02145-3550	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
114-3285530-9589809	114-3285530-9589809	2024-10-29T22:23:34+00:00	2024-10-30T16:21:39+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	Shipped	1	USD	69.99	3.67					17.5		OXFORD	GA	30054-4422	US	PLM-fe6f8a08-57e8-4320-99e8-07c987fbc35b	false			false
113-3688757-1080255	113-3688757-1080255	2024-10-29T22:06:40+00:00	2024-11-01T10:10:01+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	Shipped	1	USD	159.99	10.77					40.0		PRAIRIE VILLAGE	KS	66208-4520	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
113-5850863-6775466	113-5850863-6775466	2024-10-29T21:58:15+00:00	2024-10-31T20:24:33+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Ca	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	Shipped	1	USD	119.99	7.05					40.0		DENVER	CO	80224-1588	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
113-9826791-3647464	113-9826791-3647464	2024-10-29T20:37:38+00:00	2024-10-30T18:22:58+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Floral Carpet Stain Resi	G24268-7-Black-8x10-US-V1	B0DBY8NGRN	Shipped	1	USD	159.99	8.4					40.0		NOBLESVILLE	IN	46060-5022	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
111-4645801-1283448	111-4645801-1283448	2024-10-29T13:56:55+00:00	2024-10-31T20:19:28+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Shipped	1	USD	159.99		64.4				40.0		jerusalem	jerusalem	0000000	IL	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
111-8472050-0430628	111-8472050-0430628	2024-10-29T13:45:01+00:00	2024-10-29T13:52:40+00:00	Cancelled	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Cancelled	0										jerusalem	jerusalem	0000000	IL		false			false
114-6543827-0353031	114-6543827-0353031	2024-10-29T13:29:40+00:00	2024-10-29T17:11:21+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	Shipped	1	USD	159.99	7.14	1.5				40.0	1.5	COTTLEVILLE	MO	63304-6867	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
114-6777246-4414669	114-6777246-4414669	2024-10-29T11:49:28+00:00	2024-10-30T04:47:00+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Orange Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet	N1338-1-Orange-6x9-US-V1	B0DBZ5DYF4	Shipped	1	USD	119.99	7.2							WASHINGTON	DC	20002-7097	US		false			false
111-9963314-4734614	111-9963314-4734614	2024-10-28T21:21:06+00:00	2024-11-01T00:03:48+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Ca	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	Shipped	1	USD	119.99	7.2							PHILADELPHIA	PA	19130-4250	US		false			false
112-9800640-7476240	112-9800640-7476240	2024-10-28T18:45:48+00:00	2024-10-28T20:26:22+00:00	Shipped	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant R	G24267-2-Beige-8x10-US-V1	B0DBVKBXCB	Shipped	1	USD	149.99	8.52	2.99				40.0	2.99	DESERT HOT SPRINGS	CA	92240-1461	US	PLM-e20abd3b-54c2-4fae-b880-20758b1504b1	false			false
111-3908102-3578604	111-3908102-3578604	2024-10-28T18:36:35+00:00	2024-10-29T00:57:39+00:00	Cancelled	Amazon	Amazon.com			Expedited	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	Cancelled	0										CHARLOTTE	NC	28202-1265	US		false			false
